"Year","Quarter","ID","Nowcast","Q1_aheadfc","Q2_aheadfc","Q3_aheadfc","Q4_aheadfc","dateQ","Date_number"
2012,1,561,"7.00E-02","0.13","0.19","0.23","0.27","2012Q1",123
2012,1,563,"0.01","0.01","0.02","0.02","0.02","2012Q1",123
2012,1,564,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q1",123
2012,1,568,"0.01","0.01","0.01","0.01","0.01","2012Q1",123
2012,1,569,"0.05","0.05","0.05","0.2","0.5","2012Q1",123
2012,2,407,"0.1","0.1","0.2","0.5","0.7","2012Q2",124
2012,2,420,"0.05","0.05","0.1","0.1","0.1","2012Q2",124
2012,2,421,"0.1","0.13","0.19","0.25","0.3","2012Q2",124
2012,2,422,"0.03","0.03","0.03","0.05","0.05","2012Q2",124
2012,2,423,"0.09","0.09","0.09","0.09","0.09","2012Q2",124
2012,2,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q2",124
2012,2,426,"8.11E-02","8.62E-02","8.32E-02","8.01E-02","7.71E-02","2012Q2",124
2012,2,428,"6.79E-02","6.77E-02","6.70E-02","6.65E-02","9.87E-02","2012Q2",124
2012,2,431,"0.13","0.16","0.09","0.09","0.09","2012Q2",124
2012,2,433,"0.02","0.01","0.01","0.01","0.01","2012Q2",124
2012,2,446,"0.05","0.1","0.15","0.2","0.25","2012Q2",124
2012,2,463,"0.14","0.14","0.15","0.2","0.5","2012Q2",124
2012,2,483,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2012Q2",124
2012,2,484,"0.04","0.06","0.1","0.1","0.1","2012Q2",124
2012,2,504,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2012Q2",124
2012,2,506,"8.96E-02","9.28E-02","9.29E-02","9.28E-02","9.29E-02","2012Q2",124
2012,2,507,"8.54E-02","8.54E-02","8.80E-02","0.09","0.11","2012Q2",124
2012,2,508,"0.08","0.08","0.08","0.1093","0.345","2012Q2",124
2012,2,510,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q2",124
2012,2,512,"0.08","0.06","0.05","0.09","0.11","2012Q2",124
2012,2,518,"6.13E-02","3.96E-02","2.34E-02","2.75E-02","2.88E-02","2012Q2",124
2012,2,520,"0.1","0.1","0.15","0.15","0.2","2012Q2",124
2012,2,524,"0.09","0.1","0.11","0.11","0.12","2012Q2",124
2012,2,527,"0.08","0.08","0.08","0.08","0.08","2012Q2",124
2012,2,532,"0.1","0.1","0.1","0.1","#N/A","2012Q2",124
2012,2,535,"0.08","0.08","0.09","0.1","0.2","2012Q2",124
2012,2,540,"7.00E-02","0.1","0.13","0.15","0.38","2012Q2",124
2012,2,542,"0.1","0.1","0.1","0.1","#N/A","2012Q2",124
2012,2,546,"0.1","0.1","0.1","0.1","0.1","2012Q2",124
2012,2,548,"8.85E-02","8.57E-02","8.25E-02","7.93E-02","7.57E-02","2012Q2",124
2012,2,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q2",124
2012,2,553,"7.00E-02","7.00E-02","7.00E-02","0.08","0.1","2012Q2",124
2012,2,556,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q2",124
2012,2,557,"0.09","0.09","0.13","0.18","0.23","2012Q2",124
2012,2,558,"0.27","0.265","0.267","0.347","0.472","2012Q2",124
2012,2,559,"7.00E-02","0.08","0.08","0.1","0.1","2012Q2",124
2012,2,563,"0.08","0.09","0.1","0.11","0.12","2012Q2",124
2012,2,568,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2012Q2",124
2012,2,569,"7.00E-02","0.1","0.1","0.2","0.4","2012Q2",124
2012,3,407,"0.1","0.1","0.2","0.2","0.2","2012Q3",125
2012,3,411,"0.1","0.2","0.24","0.27","0.29","2012Q3",125
2012,3,420,"0.05","0.05","0.03","0.03","0.05","2012Q3",125
2012,3,421,"0.1","0.12","0.18","0.22","0.27","2012Q3",125
2012,3,422,"0.03","0.03","0.05","0.05","0.05","2012Q3",125
2012,3,423,"8.25E-02","8.60E-02","8.48E-02","8.52E-02","8.51E-02","2012Q3",125
2012,3,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q3",125
2012,3,426,"9.57E-02","8.45E-02","8.01E-02","7.71E-02","7.40E-02","2012Q3",125
2012,3,428,"0.09","0.09","0.09","0.11","0.19","2012Q3",125
2012,3,431,"0.16","0.16","0.16","0.16","0.16","2012Q3",125
2012,3,433,"0.1","0.1","0.1","0.1","0.1","2012Q3",125
2012,3,446,"0.1","0.15","0.2","0.2","0.25","2012Q3",125
2012,3,456,"0","0","0","0","0","2012Q3",125
2012,3,463,"0.1","0.1","0.15","0.2","0.6","2012Q3",125
2012,3,472,"0.09","0.09","0.09","0.09","0.09","2012Q3",125
2012,3,483,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2012Q3",125
2012,3,484,"0.09","0.1","0.1","0.12","0.14","2012Q3",125
2012,3,504,"0.09","0.09","0.09","0.09","0.09","2012Q3",125
2012,3,507,"9.66E-02","8.50E-02","0.1","0.11","0.12","2012Q3",125
2012,3,508,"0.1","0.1","0.1","0.1","0.1","2012Q3",125
2012,3,510,"0.1","0.1","0.11","0.11","0.12","2012Q3",125
2012,3,512,"0.06","0.05","0.87","0.12","0.16","2012Q3",125
2012,3,518,"3.96E-02","2.34E-02","2.75E-02","2.88E-02","2.12E-02","2012Q3",125
2012,3,520,"0.1","0.15","0.15","0.2","0.25","2012Q3",125
2012,3,523,"0.59","1.02","1.41","1.7","2","2012Q3",125
2012,3,524,"0.1","0.1","0.11","0.11","0.12","2012Q3",125
2012,3,526,"0.14","0.15","0.16","0.16","0.16","2012Q3",125
2012,3,527,"0.09","0.09","0.09","0.09","0.09","2012Q3",125
2012,3,532,"0.1","0.1","0.1","0.1","#N/A","2012Q3",125
2012,3,533,"0.01","0.01","0.01","0.01","0.01","2012Q3",125
2012,3,535,"0.1","0.11","0.12","0.15","0.53","2012Q3",125
2012,3,540,"0.1","0.13","0.15","0.15","0.12","2012Q3",125
2012,3,542,"0.1","0.1","0.1","0.1","#N/A","2012Q3",125
2012,3,546,"0.1","0.1","0.1","0.1","0.15","2012Q3",125
2012,3,548,"4.94E-02","6.52E-02","8.63E-02","8.10E-02","7.72E-02","2012Q3",125
2012,3,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q3",125
2012,3,553,"8.90E-02","0.09","0.1","0.1","0.1","2012Q3",125
2012,3,555,"0.1","0.1","0.1","0.2","0.2","2012Q3",125
2012,3,556,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q3",125
2012,3,557,"0.09","0.13","0.15","0.2","0.23","2012Q3",125
2012,3,558,"0.253","0.255","0.338","0.466","0.594","2012Q3",125
2012,3,559,"0.09","0.09","0.09","0.1","0.1","2012Q3",125
2012,3,560,"7.23E-02","6.43E-02","0.1226","0.1572","0.1734","2012Q3",125
2012,3,563,"0.1","0.11","0.12","0.13","0.14","2012Q3",125
2012,3,568,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2012Q3",125
2012,3,569,"0.05","0.05","0.05","0.3","0.8","2012Q3",125
2012,3,571,"0.15","0.15","0.15","0.15","0.15","2012Q3",125
2012,3,572,"0.1","0.11","0.12","0.15","0.2","2012Q3",125
2012,4,407,"0.1","0.2","0.2","0.2","0.5","2012Q4",126
2012,4,411,"0.1333","0.1458","0.1338","0.1171","0.1199","2012Q4",126
2012,4,426,"0.1014","8.42E-02","7.71E-02","7.40E-02","7.30E-02","2012Q4",126
2012,4,428,"0.1","0.1","0.12","0.21","0.24","2012Q4",126
2012,4,433,"0.02","0.02","0.02","0.02","0.02","2012Q4",126
2012,4,446,"0.11","0.1188","0.1283","0.1386","0.1497","2012Q4",126
2012,4,463,"0.11","0.15","0.15","0.2","0.45","2012Q4",126
2012,4,472,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,483,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,484,"0.09","0.1","0.12","0.14","0.15","2012Q4",126
2012,4,504,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,506,"0.11","0.11","0.11","0.11","0.11","2012Q4",126
2012,4,507,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,508,"0.1408","0.2273","0.213","0.1507","0.1219","2012Q4",126
2012,4,510,"0.1","0.2","0.2","0.2","0.2","2012Q4",126
2012,4,512,"0.05","0.09","0.11","0.17","0.23","2012Q4",126
2012,4,518,"0.1246","4.64E-02","8.44E-02","3.40E-02","0.1068","2012Q4",126
2012,4,520,"0.1","0.15","0.15","0.2","0.25","2012Q4",126
2012,4,524,"0.1","0.1","0.11","0.11","0.12","2012Q4",126
2012,4,526,"0.1352","0.16","0.16","0.16","0.16","2012Q4",126
2012,4,527,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,532,"0.1","0.1","0.1","0.1","#N/A","2012Q4",126
2012,4,535,"0.1","0.1","0.2","0.3","0.8","2012Q4",126
2012,4,540,"0.13","0.15","0.18","0.22","0.25","2012Q4",126
2012,4,542,"0.1","0.1","0.1","0.1","#N/A","2012Q4",126
2012,4,546,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,548,"0.1184","0.1208","0.1204","0.119","0.1184","2012Q4",126
2012,4,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q4",126
2012,4,553,"0.1","0.1","0.1","0.11","0.11","2012Q4",126
2012,4,555,"0.08","0.1","0.15","0.2","0.25","2012Q4",126
2012,4,556,"#N/A","#N/A","#N/A","#N/A","#N/A","2012Q4",126
2012,4,557,"0.1","0.1","0.2","0.2","0.2","2012Q4",126
2012,4,559,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,560,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,563,"0.11","0.12","0.13","0.14","0.15","2012Q4",126
2012,4,568,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,569,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,570,"0.1","0.1","0.1","0.1","0.1","2012Q4",126
2012,4,571,"0.09","0.15","0.15","0.15","0.15","2012Q4",126
2013,1,407,"0.2","0.2","0.2","0.5","1","2013Q1",127
2013,1,411,"6.92E-02","7.91E-02","8.08E-02","8.06E-02","8.15E-02","2013Q1",127
2013,1,420,"0.09","7.00E-02","0.05","7.00E-02","0.1","2013Q1",127
2013,1,421,"0.1","0.11","0.14","0.17","0.22","2013Q1",127
2013,1,422,"0.1","0.1","0.1","0.1","0.1","2013Q1",127
2013,1,423,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2013Q1",127
2013,1,426,"7.61E-02","9.13E-02","8.21E-02","8.01E-02","8.01E-02","2013Q1",127
2013,1,428,"0.11","0.13","0.22","0.25","0.25","2013Q1",127
2013,1,433,"8.30E-02","7.60E-02","7.40E-02","7.20E-02","7.00E-02","2013Q1",127
2013,1,446,"0.08","8.64E-02","9.33E-02","0.1008","0.1159","2013Q1",127
2013,1,456,"5.48E-02","0.05","0.05","0.05","0.05","2013Q1",127
2013,1,463,"0.08","0.09","0.1","0.1","0.15","2013Q1",127
2013,1,472,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","0.13","2013Q1",127
2013,1,484,"7.00E-02","0.08","0.09","0.1","0.11","2013Q1",127
2013,1,504,"0.05","0.05","0.05","0.05","0.05","2013Q1",127
2013,1,506,"7.96E-02","8.22E-02","8.22E-02","8.22E-02","8.22E-02","2013Q1",127
2013,1,507,"7.13E-02","0.08","8.50E-02","0.1","0.1","2013Q1",127
2013,1,510,"0.08","0.12","0.13","0.14","0.15","2013Q1",127
2013,1,512,"0.09","0.11","0.16","0.23","0.25","2013Q1",127
2013,1,518,"3.45E-02","6.34E-02","5.61E-02","4.71E-02","4.64E-02","2013Q1",127
2013,1,520,"0.1","0.15","0.15","0.15","0.2","2013Q1",127
2013,1,524,"0.1033","8.67E-02","9.25E-02","0.1038","0.1104","2013Q1",127
2013,1,526,"0.1462","0.164","0.159","0.159","0.162","2013Q1",127
2013,1,527,"0.08","0.08","0.08","0.08","0.08","2013Q1",127
2013,1,528,"0.1","0.11","0.11","0.11","0.11","2013Q1",127
2013,1,532,"0.1","0.1","0.1","0.1","#N/A","2013Q1",127
2013,1,535,"0.08","0.09","0.09","0.09","0.1","2013Q1",127
2013,1,540,"0.14","0.15","0.16","0.17","0.16","2013Q1",127
2013,1,542,"0.1","0.1","0.1","0.1","#N/A","2013Q1",127
2013,1,546,"0.1","0.1","0.1","0.1","0.1","2013Q1",127
2013,1,548,"7.74E-02","7.82E-02","7.83E-02","7.88E-02","7.92E-02","2013Q1",127
2013,1,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q1",127
2013,1,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q1",127
2013,1,553,"0.1","0.15","0.2","0.3","0.3","2013Q1",127
2013,1,555,"0.1","0.15","0.2","0.3","0.3","2013Q1",127
2013,1,556,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q1",127
2013,1,557,"0.1","0.2","0.2","0.25","0.3","2013Q1",127
2013,1,559,"0.1","0.1","0.1","0.1","0.1","2013Q1",127
2013,1,560,"0.15","0.225","0.357","0.373","0.421","2013Q1",127
2013,1,563,"0.1","0.11","0.11","0.11","0.12","2013Q1",127
2013,1,564,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q1",127
2013,1,568,"0.1","0.1","0.1","0.1","0.1","2013Q1",127
2013,1,569,"0.1","0.1","0.1","0.1","0.1","2013Q1",127
2013,1,570,"0.1","0.1","0.1","0.1","0.1","2013Q1",127
2013,1,571,"0.15","0.15","0.15","0.15","0.15","2013Q1",127
2013,1,572,"0.08","0.09","0.1","0.11","0.11","2013Q1",127
2013,2,407,"0.19","0.238","0.475","0.95","1.188","2013Q2",128
2013,2,411,"0.1204","0.1209","0.111","0.1069","0.1308","2013Q2",128
2013,2,420,"0.09","0.08","0.09","0.1","0.1","2013Q2",128
2013,2,421,"0.11","0.14","0.17","0.22","0.25","2013Q2",128
2013,2,422,"0.1","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,426,"8.62E-02","8.62E-02","8.01E-02","8.01E-02","0.1731","2013Q2",128
2013,2,428,"0.11","0.2","0.23","0.22","0.22","2013Q2",128
2013,2,433,"0.08","0.08","0.08","0.08","7.00E-02","2013Q2",128
2013,2,446,"0.06","6.48E-02","7.00E-02","8.54E-02","0.1042","2013Q2",128
2013,2,463,"7.00E-02","7.00E-02","0.09","0.13","0.15","2013Q2",128
2013,2,484,"7.00E-02","0.09","0.1","0.11","0.12","2013Q2",128
2013,2,504,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2013Q2",128
2013,2,506,"6.77E-02","7.48E-02","8.56E-02","9.45E-02","9.45E-02","2013Q2",128
2013,2,507,"6.50E-02","7.00E-02","7.80E-02","0.08","8.50E-02","2013Q2",128
2013,2,508,"0.08","0.08","0.08","0.08","0.08","2013Q2",128
2013,2,510,"7.00E-02","0.09","0.09","0.1","0.12","2013Q2",128
2013,2,512,"0.1","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,518,"0.1223","9.71E-02","7.68E-02","7.24E-02","7.66E-02","2013Q2",128
2013,2,520,"0.1","0.1","0.15","0.2","0.2","2013Q2",128
2013,2,524,"7.00E-02","7.00E-02","0.08","0.09","0.09","2013Q2",128
2013,2,526,"0.1669","0.164","0.159","0.154","0.149","2013Q2",128
2013,2,527,"0.08","0.08","0.08","0.08","0.08","2013Q2",128
2013,2,528,"0.06","0.06","0.06","0.06","0.06","2013Q2",128
2013,2,532,"0.1","0.1","0.1","0.1","#N/A","2013Q2",128
2013,2,535,"7.00E-02","7.00E-02","0.08","0.09","0.1","2013Q2",128
2013,2,540,"0.11","0.13","0.14","0.16","0.18","2013Q2",128
2013,2,542,"0.1","0.1","0.1","0.1","#N/A","2013Q2",128
2013,2,546,"0.05","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,548,"6.70E-02","7.38E-02","8.36E-02","9.16E-02","9.16E-02","2013Q2",128
2013,2,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q2",128
2013,2,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q2",128
2013,2,553,"9.20E-02","9.30E-02","9.70E-02","0.1","0.15","2013Q2",128
2013,2,555,"0.1","0.1","0.15","0.2","0.2","2013Q2",128
2013,2,556,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q2",128
2013,2,557,"0.09","0.1","0.12","0.14","0.16","2013Q2",128
2013,2,559,"0.1","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,563,"0.1","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,568,"0.1","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,569,"0.1","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,570,"0.1","0.1","0.1","0.1","0.1","2013Q2",128
2013,2,571,"0.15","0.15","0.15","0.15","0.15","2013Q2",128
2013,2,574,"0.1","0.1","0.1","0.1","0.125","2013Q2",128
2013,3,411,"0.04","0.03","0.03","0.03","0.05","2013Q3",129
2013,3,420,"0.04","0.05","0.1","0.1","0.15","2013Q3",129
2013,3,421,"0.05","0.09","0.15","0.17","0.22","2013Q3",129
2013,3,422,"0.05","0.05","0.05","0.05","0.05","2013Q3",129
2013,3,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q3",129
2013,3,426,"3.55E-02","4.16E-02","4.46E-02","5.48E-02","0.1714","2013Q3",129
2013,3,428,"0.14","0.17","0.17","0.16","0.16","2013Q3",129
2013,3,433,"0.05","0.05","0.05","0.05","0.05","2013Q3",129
2013,3,446,"3.50E-02","3.78E-02","4.84E-02","6.19E-02","7.93E-02","2013Q3",129
2013,3,456,"0.05","0.05","0.05","0.05","0.05","2013Q3",129
2013,3,463,"5.07E-02","8.11E-02","0.1318","0.1622","0.3042","2013Q3",129
2013,3,484,"0.06","0.1","0.11","0.12","0.13","2013Q3",129
2013,3,504,"0.04","0.04","0.04","0.04","0.04","2013Q3",129
2013,3,506,"0.04","0.08","0.09","0.09","0.09","2013Q3",129
2013,3,507,"4.43E-02","4.50E-02","0.05","6.70E-02","7.60E-02","2013Q3",129
2013,3,510,"0.09","0.15","0.19","0.18","0.16","2013Q3",129
2013,3,512,"0.09","0.08","0.09","0.09","0.17","2013Q3",129
2013,3,518,"0.05","0.05","0.05","0.05","0.05","2013Q3",129
2013,3,520,"0.1","0.15","0.2","0.2","0.2","2013Q3",129
2013,3,524,"0.05","0.06","0.08","0.08","0.09","2013Q3",129
2013,3,528,"0.06","0.08","0.09","0.1","0.12","2013Q3",129
2013,3,532,"0.1","0.1","0.1","0.1","#N/A","2013Q3",129
2013,3,540,"0.05","7.00E-02","0.09","0.11","0.13","2013Q3",129
2013,3,542,"0.1","0.1","0.1","0.1","#N/A","2013Q3",129
2013,3,546,"0.05","0.05","0.1","0.1","0.1","2013Q3",129
2013,3,548,"8.14E-02","0.1003","0.1101","0.1105","0.2199","2013Q3",129
2013,3,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q3",129
2013,3,551,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q3",129
2013,3,553,"9.30E-02","9.70E-02","0.1","0.15","1.50E-02","2013Q3",129
2013,3,555,"0.1","0.15","0.2","0.2","0.2","2013Q3",129
2013,3,556,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q3",129
2013,3,557,"0.03","0.05","7.00E-02","0.13","0.19","2013Q3",129
2013,3,560,"0.11","0.14","0.15","0.16","0.28","2013Q3",129
2013,3,563,"0.06","7.00E-02","0.08","0.09","0.1","2013Q3",129
2013,3,570,"0.1","0.1","0.1","0.1","0.1","2013Q3",129
2013,3,571,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q3",129
2013,3,572,"0.03","0.06","0.08","0.1","0.12","2013Q3",129
2013,3,574,"0.1","0.15","0.2","0.25","0.3","2013Q3",129
2013,3,575,"3.75E-02","7.00E-02","0.09","0.1","0.1","2013Q3",129
2013,3,576,"0.06","0.05","0.04","0.04","0.1","2013Q3",129
2013,3,577,"0.08","0.09","0.1","0.1","0.11","2013Q3",129
2013,4,407,"0.143","0.143","0.143","0.143","0.143","2013Q4",130
2013,4,420,"0.04","0.1","0.1","0.1","0.1","2013Q4",130
2013,4,421,"0.05","0.09","0.15","0.25","0.35","2013Q4",130
2013,4,422,"0.03","0.03","0.03","0.03","0.03","2013Q4",130
2013,4,426,"5.72E-02","3.55E-02","2.87E-02","4.56E-02","5.58E-02","2013Q4",130
2013,4,428,"0.06","7.00E-02","0.06","0.06","7.00E-02","2013Q4",130
2013,4,429,"4.70E-02","9.10E-02","0.127","0.163","0.195","2013Q4",130
2013,4,433,"0.04","0.03","2.82E-02","3.62E-02","4.42E-02","2013Q4",130
2013,4,446,"3.83E-02","4.41E-02","5.07E-02","5.83E-02","6.70E-02","2013Q4",130
2013,4,463,"0.05","0.06","7.00E-02","0.18","0.2","2013Q4",130
2013,4,504,"0.02","0.02","0.02","0.02","0.02","2013Q4",130
2013,4,506,"4.19E-02","5.71E-02","6.97E-02","7.00E-02","7.00E-02","2013Q4",130
2013,4,507,"4.97E-02","0.05","5.75E-02","0.06","7.50E-02","2013Q4",130
2013,4,508,"0.2288","0.1513","0.159","0.1543","0.1966","2013Q4",130
2013,4,510,"0.05","0.08","0.1","0.16","0.2","2013Q4",130
2013,4,512,"0.06","0.08","0.08","0.1","0.16","2013Q4",130
2013,4,518,"6.61E-02","7.86E-02","6.77E-02","5.43E-02","3.62E-02","2013Q4",130
2013,4,520,"0.1","0.1","0.15","0.2","0.2","2013Q4",130
2013,4,524,"0.06","7.00E-02","0.08","0.09","0.11","2013Q4",130
2013,4,526,"8.13E-02","0.149","0.144","0.139","0.134","2013Q4",130
2013,4,527,"0.04","0.08","0.08","0.08","0.08","2013Q4",130
2013,4,532,"0.1","0.1","0.1","0.1","#N/A","2013Q4",130
2013,4,535,"0.05","0.06","0.08","0.09","0.1","2013Q4",130
2013,4,540,"0.09","0.11","0.13","0.13","0.15","2013Q4",130
2013,4,542,"0.05","0.1","0.1","0.1","#N/A","2013Q4",130
2013,4,546,"0.05","0.1","0.1","0.1","0.15","2013Q4",130
2013,4,548,"0.08","9.26E-02","8.83E-02","8.45E-02","8.22E-02","2013Q4",130
2013,4,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2013Q4",130
2013,4,553,"0.04","0.05","0.1","0.15","0.2","2013Q4",130
2013,4,555,"0.04","0.05","0.1","0.15","0.2","2013Q4",130
2013,4,557,"0.05","7.00E-02","0.13","0.19","0.22","2013Q4",130
2013,4,559,"0.05","0.8","0.1","0.12","0.15","2013Q4",130
2013,4,563,"0.03","0.04","0.05","0.06","0.05","2013Q4",130
2013,4,568,"0.05","0.05","0.05","0.05","0.05","2013Q4",130
2013,4,569,"0.05","0.1","0.1","0.1","0.35","2013Q4",130
2013,4,570,"0.05","0.05","0.05","0.05","0.05","2013Q4",130
2013,4,571,"0.05","0.08","0.05","0.08","0.1","2013Q4",130
2013,4,572,"0.03","0.03","0.05","0.06","7.00E-02","2013Q4",130
2013,4,574,"7.00E-02","0.15","0.2","0.25","0.35","2013Q4",130
2013,4,576,"0.04","0.04","0.03","0.04","0.04","2013Q4",130
2013,4,577,"0.05","7.00E-02","0.08","0.08","0.09","2013Q4",130
2013,4,579,"0.06","7.00E-02","0.09","0.1","0.13","2013Q4",130
2014,1,407,"0.143","0.143","0.143","0.143","0.475","2014Q1",131
2014,1,411,"0.03","0.03","7.24E-02","0.1023","0.1216","2014Q1",131
2014,1,420,"0.1","0.1","0.1","0.1","0.1","2014Q1",131
2014,1,421,"0.09","0.15","0.25","0.35","0.55","2014Q1",131
2014,1,422,"0.08","0.08","0.08","0.08","0.08","2014Q1",131
2014,1,424,"#N/A","#N/A","#N/A","#N/A","#N/A","2014Q1",131
2014,1,426,"4.50E-02","4.50E-02","4.50E-02","5.50E-02","4.50E-02","2014Q1",131
2014,1,428,"7.00E-02","0.06","0.06","7.00E-02","7.00E-02","2014Q1",131
2014,1,429,"0.09","0.114","0.154","0.194","0.211","2014Q1",131
2014,1,433,"6.04E-02","0.09","0.09","0.09","0.09","2014Q1",131
2014,1,446,"0.05","5.75E-02","6.61E-02","7.60E-02","8.75E-02","2014Q1",131
2014,1,463,"7.00E-02","0.09","0.12","0.18","0.24","2014Q1",131
2014,1,484,"0.08","0.1","0.12","0.13","0.14","2014Q1",131
2014,1,504,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2014Q1",131
2014,1,506,"4.57E-02","5.96E-02","5.96E-02","6.31E-02","7.65E-02","2014Q1",131
2014,1,507,"0.08","0.08","0.08","0.1","0.15","2014Q1",131
2014,1,508,"0.08","0.08","0.08","0.08","0.08","2014Q1",131
2014,1,510,"0.06","0.1","0.16","0.2","0.25","2014Q1",131
2014,1,512,"0.08","0.1","0.12","0.15","0.19","2014Q1",131
2014,1,520,"0.1","0.1","0.1","0.1","0.1","2014Q1",131
2014,1,524,"7.00E-02","0.08","0.1","0.11","0.22","2014Q1",131
2014,1,527,"0.05","0.05","0.08","0.13","0.18","2014Q1",131
2014,1,532,"0.1","0.1","0.1","0.1","#N/A","2014Q1",131
2014,1,535,"0.1","0.1","0.1","0.1","0.1","2014Q1",131
2014,1,542,"0.1","0.1","0.1","0.1","#N/A","2014Q1",131
2014,1,546,"0.05","0.1","0.1","0.15","0.2","2014Q1",131
2014,1,548,"4.44E-02","5.75E-02","5.63E-02","5.81E-02","0.1105","2014Q1",131
2014,1,549,"#N/A","#N/A","#N/A","#N/A","#N/A","2014Q1",131
2014,1,553,"7.00E-02","0.08","0.1","0.11","0.12","2014Q1",131
2014,1,555,"0.05","0.1","0.15","0.2","0.3","2014Q1",131
2014,1,556,"#N/A","#N/A","#N/A","#N/A","#N/A","2014Q1",131
2014,1,557,"7.00E-02","0.13","0.19","0.2","0.21","2014Q1",131
2014,1,559,"0.04","0.03","7.00E-02","0.2","0.3","2014Q1",131
2014,1,563,"0.06","7.00E-02","0.08","0.09","0.1","2014Q1",131
2014,1,568,"0.05","0.05","0.05","0.05","0.05","2014Q1",131
2014,1,569,"0.05","0.05","0.05","0.55","1.05","2014Q1",131
2014,1,570,"7.00E-02","7.00E-02","7.00E-02","7.00E-02","7.00E-02","2014Q1",131
2014,1,571,"0.06","0.06","0.06","0.06","0.06","2014Q1",131
2014,1,572,"0.05","0.05","0.05","0.06","7.00E-02","2014Q1",131
2014,1,574,"0.1","0.13","0.16","0.2","0.3","2014Q1",131
2014,1,575,"0.08","0.08","0.08","0.08","0.09","2014Q1",131
2014,1,576,"0.04","0.03","0.04","0.04","7.00E-02","2014Q1",131
2014,1,577,"0.09","0.12","0.16","0.22","0.24","2014Q1",131
2014,1,578,"0.1","0.1","0.1","0.1","0.1","2014Q1",131
2014,1,579,"7.00E-02","0.1","0.15","0.2","0.25","2014Q1",131
2014,2,407,"9.50E-02","0.143","0.143","0.475","0.95","2014Q2",132
2014,2,420,"0.1","0.1","0.1","0.1","0.15","2014Q2",132
2014,2,421,"0.1","0.15","0.25","0.4","0.7","2014Q2",132
2014,2,422,"0.05","0.05","0.05","0.05","0.3","2014Q2",132
2014,2,426,"4.66E-02","4.97E-02","4.97E-02","5.58E-02","0.1261","2014Q2",132
2014,2,428,"0.04","0.04","0.05","0.05","0.09","2014Q2",132
2014,2,429,"4.30E-02","5.80E-02","0.148","0.203","0.246","2014Q2",132
2014,2,433,"0.04","0.06","6.19E-02","6.38E-02","6.57E-02","2014Q2",132
2014,2,446,"0.03","3.45E-02","3.97E-02","4.56E-02","8.90E-02","2014Q2",132
