"ID","Date_Number","Q4Ahead_error","Lag_Q4Ahead_error"
483,113,-0.763333333,-0.593333333
483,114,-0.783333333,-0.193333333
483,115,-1.293333333,-0.643333333
483,116,-1.123333333,-0.853333333
483,117,-0.296666667,-0.763333333
483,118,-0.506666667,-0.783333333
483,119,-0.553333333,-1.293333333
483,120,-0.533333333,-1.123333333
483,121,0.033333333,-0.296666667
483,122,0.016666667,-0.506666667
483,123,0.016666667,-0.553333333
483,124,-0.02,-0.533333333
483,125,-0.036666667,0.033333333
483,126,-0.036666667,0.016666667
484,66,-0.936666667000001,-0.21
484,67,-0.773333333,-0.496666667
484,68,-0.806666667,-0.573333333
484,69,-0.56,-0.326666667
484,70,0.0933333329999995,-0.936666667000001
484,71,0.72,-0.773333333
484,72,0.863333333,-0.806666667
484,73,1.066666667,-0.56
484,74,1.066666667,0.0933333329999995
484,75,-0.533333333,0.72
484,76,-1.91,0.863333333
484,77,NA,1.066666667
484,91,1.536666667,-0.723333333
484,101,-0.596666667,1.406666667
484,102,-1.51,1.253333333
484,103,-2.756666667,0.673333333
484,104,-3.243333333,0.0366666669999995
484,105,-3.626666667,-0.596666667
484,106,-4.203333333,-1.51
484,107,-2.986666667,-2.756666667
484,108,-3.126666667,-3.243333333
484,109,-3.243333333,-3.626666667
484,110,-0.643333333,-4.203333333
484,111,-0.693333333,-2.986666667
484,112,-0.753333333,-3.126666667
484,118,-0.386666667,-0.413333333
484,119,-0.783333333,-0.323333333
484,120,-0.763333333,-0.453333333
484,121,-0.546666667,-0.526666667
484,127,-0.063333333,-0.013333333
484,128,-0.086666667,-0.05
484,129,-0.103333333,-0.106666667
484,140,0.52,0.216666667
484,141,0.676666667,0.046666667
484,142,0.826666667,0.23
484,143,0.71,0.22
484,144,0.74,0.52
484,145,0.84,0.676666667
484,146,0.766666667,0.826666667
484,147,0.486666667,0.71
484,148,-0.02,0.74
484,149,-0.52,0.84
484,150,-1.023333333,0.766666667
485,60,0.296666667,-1.23
485,61,-0.953333333,-1.153333333
485,62,0.84,0.226666667
485,63,0.0533333330000003,0.0599999999999996
485,64,-1.023333333,0.296666667
485,65,-0.926666667,-0.953333333
485,66,-1.246666667,0.84
485,67,0.156666667,0.0533333330000003
485,68,-1.546666667,-1.023333333
485,81,-1.356666667,-2.73
485,82,0.583333333,-2.343333333
485,83,-0.0933333329999999,-3.03
485,84,-1.96,-2.036666667
485,90,0.856666667,-0.333333333
485,91,1.036666667,-0.333333333
488,60,-0.853333333,0.119999999999999
488,61,-0.753333333,-0.103333333
488,62,0.0899999999999999,-0.123333333
488,63,NA,NA
488,64,-0.423333333,-0.853333333
488,65,-0.776666667,-0.753333333
488,66,-1.346666667,0.0899999999999999
488,67,NA,NA
497,80,-2.286666667,-2.92
497,94,0.748666667,0.796666667
497,95,0.793333333,0.296666667
497,101,-0.400866667,0.347666666999999
497,102,-0.9883,0.133333333
497,103,-2.680266667,0.669333333
497,104,-2.876533333,-0.0148333330000003
497,105,-2.869166667,-0.400866667
498,74,1.166666667,1.343333333
498,75,-0.883333333,1.22
498,76,NA,1.313333333
498,77,-2.28,1.316666667
498,78,-4.093333333,1.166666667
498,79,-2.68,-0.883333333
498,80,-1.536666667,NA
498,81,-1.856666667,-2.28
498,82,-1.766666667,-4.093333333
498,83,-1.793333333,-2.68
498,116,-1.003333333,-0.203333333
498,117,-0.226666667,-0.093333333
498,118,-0.136666667,-0.313333333
498,119,-0.133333333,-0.623333333
498,120,NA,-1.003333333
498,121,-0.096666667,-0.226666667
498,122,-0.013333333,-0.136666667
499,81,-1.596666667,-2.83
499,82,-1.966666667,-4.593333333
499,83,-0.843333333,-3.03
500,77,NA,0.616666667
500,78,-4.343333333,0.446666667
500,79,-3.31,-0.983333333
500,80,-2.596666667,-2.74
500,81,-1.806666667,NA
500,87,-1.223333333,-1.803333333
500,88,-1.043333333,-2.29
502,80,-1.986666667,-2.34
502,81,-1.956666667,-2.93
504,81,NA,NA
504,82,NA,NA
504,88,NA,NA
504,89,NA,NA
504,90,NA,NA
504,91,NA,NA
504,92,NA,NA
504,93,-0.44,NA
504,94,-0.423333333,NA
504,95,0.343333333,NA
504,96,0.653333333,NA
504,97,0.856666667,-0.44
504,98,0.353333333,-0.423333333
504,99,NA,0.343333333
504,100,NA,0.653333333
504,101,NA,0.856666667
504,102,-1.9527,0.353333333
504,103,-2.756666667,NA
504,109,-1.413333333,-3.326666667
504,110,-0.513333333,-2.773333333
504,111,-0.503333333,-2.356666667
504,112,-0.063333333,-1.396666667
504,113,-0.033333333,-1.413333333
504,114,-0.128333333,-0.513333333
504,115,0.066666667,-0.503333333
504,116,-0.113333333,-0.063333333
504,117,-0.281666667,-0.033333333
504,118,-0.271666667,-0.128333333
504,119,-0.178333333,0.066666667
504,120,-0.078333333,-0.113333333
504,121,-0.241666667,-0.281666667
504,122,0.066666667,-0.271666667
504,123,0.066666667,-0.178333333
504,124,-0.02,-0.078333333
504,125,-0.056666667,-0.241666667
504,126,-0.036666667,0.066666667
504,127,-0.003333333,0.066666667
504,128,-0.036666667,-0.02
504,129,-0.013333333,-0.056666667
504,130,0.003333333,-0.036666667
504,131,-0.043333333,-0.003333333
504,132,-0.03,-0.036666667
504,133,0,-0.013333333
504,134,0.103333333,0.003333333
504,135,0.246666667,-0.043333333
504,136,-0.398333333,-0.03
504,137,-0.463333333,0
504,138,-0.6162,0.103333333
504,139,-0.7062,0.246666667
504,140,-0.3469,-0.398333333
504,141,-0.469533333,-0.463333333
504,142,-0.124533333,-0.6162
504,143,-0.2412,-0.7062
504,144,0.04,-0.3469
504,145,0.24,-0.469533333
504,146,0.00666666699999974,-0.124533333
504,147,-0.253333333,-0.2412
504,148,-0.68,0.04
504,149,-1.2,0.24
504,150,-1.738333333,0.00666666699999974
506,76,-2.54,1.313333333
506,77,-3.23,1.016666667
506,78,-4.093333333,0.946666667
506,79,-2.78,-0.733333333
506,80,-1.836666667,-2.54
506,90,0.806666667,-1.333333333
506,91,0.736666667,-1.653333333
506,92,0.773333333,-0.363333333
506,93,0.48,0.476666667
506,94,0.916666667,0.806666667
506,95,1.033333333,0.736666667
506,96,0.743333333,0.773333333
506,97,0.566666667,0.48
506,98,0.300333333,0.916666667
506,99,0.403333333,1.033333333
506,100,-0.0633333330000001,0.743333333
506,101,-0.616666667,0.566666667
506,102,-0.9698,0.300333333
506,130,-0.046666667,-0.046666667
506,131,-0.049833333,-0.035533333
506,132,-0.1154,-0.061166667
506,133,-0.3313,-0.063333333
506,134,-0.678666667,-0.046666667
506,135,-0.711733333,-0.049833333
506,136,-0.753233333,-0.1154
506,137,NA,-0.3313
506,138,-0.7662,-0.678666667
506,139,-0.3887,-0.711733333
506,140,-0.3089,-0.753233333
506,141,0.085666667,NA
506,142,0.298566667,-0.7662
506,143,0.1741,-0.3887
507,76,-2.74,0.813333332999999
507,77,-2.63,0.916666667
507,83,-1.843333333,-4.08
507,84,-2.26,-3.786666667
507,85,-2.97,-2.456666667
507,86,-3.133333333,-2.066666667
507,87,-1.383333333,-1.843333333
507,88,-0.823333333,-2.26
507,89,-1.063333333,-2.97
507,90,0.256666667,-3.133333333
507,91,0.306666667,-1.383333333
507,92,0.183333333,-0.823333333
507,93,-0.0600000000000001,-1.063333333
507,94,0.159666667,0.256666667
507,95,0.226333333,0.306666667
507,103,-3.123366667,0.283333333
507,104,-3.473333333,-0.0465333330000002
507,105,-3.606666667,-0.496466667
507,106,-3.953333333,-1.56
507,107,-2.786666667,-3.123366667
507,108,-1.776666667,-3.473333333
507,118,-0.466666667,-0.496633333
507,119,-0.190033333,-0.673333333
507,120,-0.580033333,-1.353333333
507,121,-0.046666667,-0.426666667
507,122,-0.063333333,-0.466666667
507,123,-0.00333333299999999,-0.190033333
507,124,-0.06,-0.580033333
507,125,-0.086666667,-0.046666667
507,126,-0.036666667,-0.063333333
507,127,-0.053333333,-0.00333333299999999
507,128,-0.051666667,-0.06
507,129,-0.049333333,-0.086666667
507,130,-0.051666667,-0.036666667
507,131,-0.123333333,-0.053333333
507,142,0.331666667,-0.42
508,76,-2.94,0.743333333
508,77,-2.43,0.796666667
508,78,NA,0.926666667
508,79,-3.51,-0.283333333
508,80,NA,-2.94
508,81,-2.086666667,-2.43
508,82,-1.186666667,NA
508,83,-2.003333333,-3.51
508,84,-2.62,NA
508,85,-2.07,-2.086666667
508,86,-1.163333333,-1.186666667
508,96,1.300333333,0.289333333
508,97,0.888666667,0.803
508,98,0.365333333,0.598666667
508,99,-0.543666667,0.467333333
508,100,-0.296233333,1.300333333
508,107,-2.094966667,-2.280966667
508,108,-2.218966667,-3.031433333
508,141,0.215966667,-1.103333333
508,142,0.225666667,-0.4641
508,143,0.4291,-0.7402
508,144,0.14,-0.0675
508,145,0.1407,0.215966667
508,146,0.678366667,0.225666667
508,147,0.160966667,0.4291
508,148,-0.1646,0.14
508,149,-0.8638,0.1407
508,150,-1.459733333,0.678366667
510,76,-2.14,0.713333333
510,77,-1.63,1.016666667
510,96,1.203333333,-0.386666667
510,97,1.206666667,-0.24
510,98,1.103333333,0.126666667
510,99,0.883333333,0.693333333
510,100,-0.0133333330000003,1.203333333
510,101,-0.096666667,1.206666667
510,102,-0.61,1.103333333
510,103,-1.956666667,0.883333333
510,104,-2.373333333,-0.0133333330000003
510,105,-2.806666667,-0.096666667
510,106,-3.503333333,-0.61
510,107,-2.536666667,-1.956666667
510,108,-1.826666667,-2.373333333
510,109,-2.143333333,-2.806666667
510,110,-1.943333333,-3.503333333
510,111,-0.893333333,-2.536666667
510,112,-0.353333333,-1.826666667
510,113,-0.643333333,-2.143333333
510,114,-1.363333333,-1.943333333
510,115,-1.273333333,-0.893333333
510,116,-2.153333333,-0.353333333
510,124,NA,-1.413333333
510,125,-0.086666667,-1.396666667
510,126,-0.136666667,-0.113333333
510,127,-0.103333333,-0.093333333
510,128,-0.086666667,NA
510,129,-0.133333333,-0.086666667
510,130,-0.176666667,-0.136666667
510,131,-0.223333333,-0.103333333
510,132,-0.26,-0.086666667
510,133,-0.96,-0.133333333
510,134,-1.126666667,-0.176666667
510,135,-0.863333333,-0.223333333
510,136,-0.993333333,-0.26
510,137,-0.703333333,-0.96
510,138,-0.32,-1.126666667
510,139,-0.41,-0.863333333
510,140,-0.36,-0.993333333
510,141,-0.163333333,-0.703333333
510,142,0.056666667,-0.32
510,143,0.16,-0.41
510,144,0.29,-0.36
510,145,0.34,-0.163333333
510,146,0.566666667,0.056666667
510,147,0.256666667,0.16
510,148,0.2,0.29
510,149,-0.52,0.34
510,150,-1.123333333,0.566666667
512,78,-4.093333333,1.266666667
512,79,-2.78,-0.383333333
512,80,-2.086666667,-2.04
512,81,-2.856666667,-2.23
512,82,-2.366666667,-4.093333333
512,83,-2.243333333,-2.78
512,84,-2.66,-2.086666667
512,85,-1.07,-2.856666667
512,86,-1.183333333,-2.366666667
512,87,-0.733333333,-2.243333333
512,88,-0.523333333,-2.66
512,89,-0.0133333330000001,-1.07
512,90,0.506666667,-1.183333333
512,91,1.436666667,-0.733333333
512,92,0.813333333,-0.523333333
512,93,1.41,-0.0133333330000001
512,99,-0.216666667,0.393333333
512,100,-0.263333333,0.903333333
512,101,-0.896666667,0.406666667
512,102,-1.81,-0.496666667
512,103,-3.256666667,-0.216666667
512,104,-3.623333333,-0.263333333
512,105,-3.506666667,-0.896666667
512,106,-3.953333333,-1.81
512,107,-1.606666667,-3.256666667
512,108,-1.736666667,-3.623333333
512,109,-1.963333333,-3.506666667
512,110,-1.123333333,-3.953333333
512,111,-0.413333333,-1.606666667
512,112,-0.803333333,-1.736666667
512,113,-1.573333333,-1.963333333
512,130,-0.136666667,-0.166666667
512,131,-0.163333333,-0.203333333
512,132,-0.1,-0.066666667
512,133,-0.11,-0.143333333
512,134,-0.066666667,-0.136666667
512,135,0.256666667,-0.163333333
512,136,0.00666666700000001,-0.1
512,137,0.046666667,-0.11
512,145,0.57,0.786666667
512,146,0.816666667,0.656666667
516,83,-2.393333333,-2.88
516,84,-2.96,-1.886666667
516,85,-1.97,-2.456666667
516,86,-1.883333333,-1.916666667
516,87,-1.433333333,-2.393333333
516,88,-0.123333333,-2.96
516,97,0.306666667,-0.19
516,98,0.303333333,-0.123333333
516,99,0.158333333,0.293333333000001
516,100,0.0866666669999994,0.603333333
516,101,-0.646666667,0.306666667
516,102,-1.035,0.303333333
516,103,-2.706666667,0.158333333
516,104,-3.273333333,0.0866666669999994
516,105,-3.551266667,-0.646666667
516,106,-3.503333333,-1.035
516,107,-1.786666667,-2.706666667
516,108,-2.326666667,-3.273333333
516,109,-1.893333333,-3.551266667
516,110,-0.243333333,-3.503333333
516,111,0.006666667,-1.786666667
516,112,-0.028333333,-2.326666667
516,113,-0.143333333,-1.893333333
516,114,-0.063333333,-0.243333333
516,115,-0.423333333,0.006666667
516,116,-0.553333333,-0.028333333
518,84,-2.38,-1.956666667
518,85,-1.07,-2.356666667
518,86,-0.803333333,-0.646666667
518,92,0.560333333,-1.023333333
518,93,0.506,0.296666667
518,94,0.482666667,0.556666667
518,95,0.788333333,0.686666667
518,96,0.739333333,0.560333333
518,97,0.571666667,0.506
518,98,0.115333333,0.482666667
518,99,0.380333333,0.788333333
518,100,0.147866667,0.739333333
518,101,-0.419666667,0.571666667
518,107,-2.453666667,-2.326566667
518,113,-0.710733333,-2.543333333
518,114,-0.703733333,-1.465233333
518,115,-1.895933333,-0.699433333
518,116,-1.768033333,-0.208233333
518,117,-0.623566667,-0.710733333
518,118,-0.367366667,-0.703733333
518,119,-0.546333333,-1.895933333
518,120,-0.750933333,-1.768033333
518,121,-0.079966667,-0.623566667
518,122,-0.090833333,-0.367366667
518,123,0.059666667,-0.546333333
518,124,0.0212,-0.750933333
518,125,0.012133333,-0.079966667
518,126,-0.043466667,-0.090833333
518,127,0.000266667000000005,0.059666667
518,128,-0.043266667,0.0212
518,129,-0.023333333,0.012133333
518,130,-0.012866667,-0.043466667
518,136,-0.902433333,-0.1036
518,137,-0.983633333,-0.3908
518,138,-0.2037,-0.124766667
518,139,-0.2,-0.526633333
518,140,-0.01,-0.902433333
518,141,0.413466667,-0.983633333
518,142,0.318666667,-0.2037
518,143,0.81,-0.2
518,144,0.3846,-0.01
518,145,0.3125,0.413466667
518,146,0.490666667,0.318666667
518,147,0.422866667,0.81
518,148,0.0498999999999996,0.3846
518,149,-0.4463,0.3125
518,150,-0.958533333,0.490666667
519,86,NA,-2.146666667
519,87,-1.743333333,-2.933333333
519,88,-2.113333333,-2.7
519,89,-0.693333333,-1.95
519,90,-0.343333333,NA
519,91,0.236666667,-1.743333333
519,92,0.373333333,-2.113333333
519,93,0.46,-0.693333333
519,100,0.0666666669999998,0.701333333
519,101,-0.716666666999999,0.548666667
519,107,-2.566666667,-2.886666667
519,108,-2.969766667,-3.113333333
519,109,-2.743333333,-3.366666667
519,110,-1.563333333,-3.863333333
520,87,-1.683333333,-1.923333333
520,88,-1.663333333,-2.73
520,89,-0.113333333,-2.87
520,95,0.193333333,0.836666667
520,104,-3.273333333,-0.263333333
520,110,-1.693333333,-3.703333333
520,111,-1.143333333,NA
520,112,-0.853333333,-2.026666667
520,113,-1.093333333,-2.143333333
520,114,-0.563333333,-1.693333333
520,115,-0.973333333,-1.143333333
520,116,-1.453333333,-0.853333333
520,117,-0.626666667,-1.093333333
520,118,-0.336666667,-0.563333333
520,119,-0.283333333,-0.973333333
520,120,-0.413333333,-1.453333333
520,121,-0.496666667,-0.626666667
520,122,-0.163333333,-0.336666667
520,123,-0.063333333,-0.283333333
520,124,-0.15,-0.413333333
520,125,-0.216666667,-0.496666667
520,126,-0.186666667,-0.163333333
520,127,-0.153333333,-0.063333333
520,128,-0.166666667,-0.15
520,129,-0.173333333,-0.216666667
520,130,-0.176666667,-0.186666667
520,131,-0.073333333,-0.153333333
520,132,-0.13,-0.166666667
520,133,NA,-0.173333333
520,134,-0.126666667,-0.176666667
520,135,-0.463333333,-0.073333333
520,136,-0.743333333,-0.13
520,137,-0.953333333,NA
520,138,-0.52,-0.126666667
520,139,-0.56,-0.463333333
520,140,-0.01,-0.743333333
520,141,0.136666667,-0.953333333
521,87,NA,NA
521,88,NA,-2.66
521,94,NA,1.006666667
521,95,0.643333333,1.186666667
521,96,0.303333332999999,0.963333333
521,97,0.806666667,0.46
521,98,NA,NA
521,99,0.333333333,0.643333333
521,100,-0.513333333,0.303333332999999
521,101,-1.196666667,0.806666667
521,102,-1.91,NA
521,103,-3.056666667,0.333333333
521,104,-3.495533333,-0.513333333
521,105,-3.486666667,-1.196666667
521,106,-3.403333333,-1.91
521,107,-2.186666667,-3.056666667
521,108,-1.059966667,-3.495533333
521,109,-1.293333333,-3.486666667
524,93,-0.34,-0.213333333
524,94,0.366666667,-1.193333333
524,95,0.793333333,-0.963333333
524,96,0.713333333,0.333333333
524,97,0.606666667,-0.34
524,103,-2.560366667,0.620333333
524,104,-2.873333333,-0.0933333330000004
524,105,-2.836666667,-0.335866666999999
524,106,-4.008933333,-1.2285
524,107,-2.366666667,-2.560366667
524,108,-1.649766667,-2.873333333
524,114,-0.763333333,-0.457733333
524,115,-0.813333333,-0.143333333
524,116,-1.223333333,-0.043333333
524,122,-0.023333333,-1.366666667
524,123,-0.013333333,-1.303333333
524,124,-0.07,-1.233333333
524,125,-0.086666667,-0.806666667
524,126,-0.056666667,-0.023333333
524,127,-0.063733333,-0.013333333
524,128,-0.056666667,-0.07
524,129,-0.063333333,-0.086666667
524,130,-0.086666667,-0.056666667
524,131,-0.193333333,-0.063733333
524,132,-0.44,-0.056666667
524,133,-0.77,-0.063333333
524,134,-0.646666667,-0.086666667
524,135,-1.351533333,-0.193333333
526,96,0.732333333,0.758333333
526,97,0.930666667,0.92
526,98,0.415333333,0.958666667
526,99,0.753333333,0.762333333
526,100,0.756666667,0.732333333
526,101,-0.186666667,0.930666667
526,102,-1.104,0.415333333
526,103,-1.936666667,0.753333333
526,104,-3.035333333,0.756666667
526,105,-2.746966667,-0.186666667
526,106,-3.159333333,-1.104
526,107,NA,-1.936666667
526,108,-0.932666667,-3.035333333
526,109,-0.778033333,-2.746966667
527,97,0.456666666999999,-0.5
527,98,0.453333333,0.526666667
527,99,0.633333333,0.443333333
527,100,-0.263333333,0.453333333
527,101,-0.296666666999999,0.456666666999999
527,102,-1.36,0.453333333
527,103,-2.806666667,0.633333333
527,104,-2.823333333,-0.263333333
527,105,-3.506666667,-0.296666666999999
527,106,-3.203333333,-1.36
527,107,-1.386666667,-2.806666667
527,116,-1.703333333,-0.753333333
527,117,-0.476666667,-0.343333333
527,118,-0.136666667,-0.863333333
527,119,-0.133333333,-1.273333333
527,120,-0.963333333,-1.703333333
527,121,-0.146666667,-0.476666667
527,122,0.026666667,-0.136666667
527,123,0.056666667,-0.133333333
527,124,-0.03,-0.963333333
527,125,-0.056666667,-0.146666667
527,126,-0.036666667,0.026666667
527,127,-0.033333333,0.056666667
527,128,-0.046666667,-0.03
527,137,-0.853333333,-0.71
527,145,0.44,0.306666667
527,146,0.466666667,0.306666667
528,99,NA,NA
528,100,NA,NA
528,101,NA,NA
528,102,NA,NA
528,103,NA,NA
528,104,NA,NA
528,105,NA,NA
528,106,NA,NA
528,107,NA,NA
528,108,NA,NA
528,109,NA,NA
528,110,NA,NA
528,111,NA,NA
528,112,-0.375033333,NA
528,113,-0.893333333,NA
528,114,-1.327633333,NA
528,115,-1.273333333,NA
528,116,-1.753333333,-0.375033333
528,117,-0.926666667,-0.893333333
528,118,-0.206666667,-1.327633333
528,119,-0.563333333,-1.273333333
533,140,0.27,-0.643333333
535,100,-0.663333333000001,-0.266666667
535,101,-0.876666666999999,-0.263333333
535,102,-1.91,-0.396666667
535,103,-3.356666667,-0.416666667
535,104,-3.953333333,-0.663333333000001
535,105,-4.106666667,-0.876666666999999
535,106,-4.403333333,-1.91
535,107,-1.786666667,-3.356666667
535,108,-2.026666667,-3.953333333
535,109,-2.943333333,-4.106666667
535,110,-0.893333333,-4.403333333
535,111,-0.493333333,-1.786666667
535,112,-0.653333333,-2.026666667
535,113,-1.493333333,-2.943333333
535,119,-1.633333333,-3.473333333
535,120,-2.513333333,-1.653333333
535,134,-1.116666667,-0.076666667
535,140,-0.51,-1.183333333
535,141,-0.213333333,-1.603333333
535,142,-0.293333333,-1.45
535,143,-0.22,-1.31
535,144,-0.11,-0.51
535,145,0.11,-0.213333333
535,146,0.136666667,-0.293333333
535,147,-0.0633333330000001,-0.22
535,148,-0.47,-0.11
535,149,-1.02,0.11
535,150,-1.603333333,0.136666667
540,105,-3.556666667,-1.616666667
540,106,-3.943333333,-2.1
540,107,-2.086666667,-3.336666667
540,108,-2.446666667,-4.083333333
540,109,-2.573333333,-3.556666667
540,110,-2.093333333,-3.943333333
540,111,-0.533333333,-2.086666667
540,112,-0.483333333,-2.446666667
540,113,-0.513333333,-2.573333333
540,114,-0.683333333,-2.093333333
540,115,-0.673333333,-0.533333333
540,116,-0.683333333,-0.483333333
540,117,-0.486666667,-0.513333333
540,118,-0.366666667,-0.683333333
540,119,-0.243333333,-0.673333333
540,120,-0.243333333,-0.683333333
540,121,-0.616666667,-0.486666667
540,122,-0.243333333,-0.366666667
540,123,-0.153333333,-0.243333333
540,124,-0.33,-0.243333333
540,125,-0.086666667,-0.616666667
540,126,-0.186666667,-0.243333333
540,127,-0.113333333,-0.153333333
540,128,-0.146666667,-0.33
540,129,-0.103333333,-0.086666667
540,130,-0.126666667,-0.186666667
541,100,NA,0.703333333
541,101,-0.296666666999999,0.906666667
541,102,NA,0.403333333
541,103,NA,NA
541,104,-3.623333333,NA
541,105,-3.956666667,-0.296666666999999
542,100,-0.543333333000001,NA
542,106,-4.343733333,-2.3075
542,107,-2.386666667,-3.506666667
542,108,-2.401066667,-3.983333333
542,109,-2.791833333,-4.156466667
542,110,NA,-4.343733333
542,111,-0.193333333,-2.386666667
542,112,-0.053333333,-2.401066667
542,122,NA,-0.136666667
542,123,NA,-0.133333333
542,124,NA,-0.213333333
542,125,NA,NA
542,126,NA,NA
542,127,NA,NA
542,128,NA,NA
542,129,NA,NA
542,130,NA,NA
542,131,NA,NA
542,132,NA,NA
542,133,NA,NA
542,134,NA,NA
542,135,NA,NA
542,136,NA,NA
542,137,NA,NA
542,138,NA,NA
542,139,NA,NA
542,140,NA,NA
542,141,NA,NA
543,100,-0.0148333330000003,0.643333333
543,101,-0.649866667,0.608666667
543,102,-1.5632,0.343333333
543,103,-2.891366667,NA
543,104,-3.298733333,-0.0148333330000003
543,105,-3.300566667,-0.649866667
543,106,-3.877733333,-1.5632
543,107,-2.264966667,-2.891366667
543,108,-2.188366667,-3.298733333
543,109,-2.539333333,-3.300566667
543,110,-0.640533333,-3.877733333
543,111,-0.267233333,-2.264966667
543,112,-0.081633333,-2.188366667
543,113,-0.121133333,-2.539333333
544,100,-0.363333333,0.503333333
544,101,-0.896666667,0.456666666999999
544,102,-1.56,0.343333333
544,103,-2.856666667,0.0833333329999997
544,104,-3.323333333,-0.363333333
544,105,-3.456666667,-0.896666667
544,106,-3.853333333,-1.56
546,101,-1.296666667,0.306666667
546,102,-2.21,-0.546666667
546,103,-3.506666667,-0.366666667
546,104,-3.273333333,-0.713333333
546,105,-3.506666667,-1.296666667
546,106,-3.803333333,-2.21
546,107,-2.286666667,-3.506666667
546,108,-1.626666667,-3.273333333
546,109,-2.743333333,-3.506666667
546,110,-1.593333333,-3.803333333
546,111,-0.493333333,-2.286666667
546,112,-0.953333333,-1.626666667
546,118,-0.436666667,-1.363333333
546,124,-0.05,-1.413333333
546,125,-0.116666667,-0.296666667
546,126,-0.036666667,0.036666667
546,127,-0.053333333,0.036666667
546,128,-0.066666667,-0.05
546,129,-0.073333333,-0.116666667
546,130,-0.126666667,-0.036666667
546,131,-0.173333333,-0.053333333
546,132,-0.43,-0.066666667
546,133,-0.66,-0.073333333
546,134,-0.676666667,-0.126666667
546,135,-1.113333333,-0.173333333
546,136,-1.093333333,-0.43
546,137,-0.903333333,-0.66
546,138,-0.67,-0.676666667
546,139,-0.76,-1.113333333
546,140,-0.31,-1.093333333
546,141,0.156666667,-0.903333333
546,142,0.256666667,-0.67
546,143,0.11,-0.76
546,144,0.14,-0.31
546,145,0.14,0.156666667
546,146,0.216666667,0.256666667
546,147,0.036666667,0.11
546,148,-0.35,0.14
546,149,-0.97,0.14
546,150,-2.123333333,0.216666667
548,101,-1.091766667,0.596666667
548,102,-0.8806,0.300333333
548,103,-2.546966667,-0.221666667
548,104,-3.339433333,-0.540133333
548,105,-3.456966667,-1.091766667
548,106,-4.250733333,-0.8806
548,107,-1.956666667,-2.546966667
548,108,-2.439566667,-3.339433333
548,109,-3.644733333,-3.456966667
548,110,-1.584333333,-4.250733333
548,111,NA,-1.956666667
548,112,-1.015533333,-2.439566667
548,126,-0.055066667,-0.00613333299999999
548,127,-0.032533333,0.045766667
548,128,-0.058266667,-0.0257
548,129,-0.193233333,-0.043866667
548,130,-0.058866667,-0.055066667
548,131,-0.083833333,-0.032533333
548,132,-0.2259,-0.058266667
548,133,-0.9023,-0.193233333
548,134,-0.656666667,-0.058866667
548,135,-0.293333333,-0.083833333
548,136,-0.303333333,-0.2259
548,137,-0.523333333,-0.9023
548,138,-0.53,-0.656666667
548,139,-0.62,-0.293333333
548,140,-0.08,-0.303333333
548,141,-0.213333333,-0.523333333
548,142,0.306666667,-0.53
548,143,0.17,-0.62
548,144,0.36,-0.08
548,145,0.33,-0.213333333
548,146,0.366666667,0.306666667
548,147,0.396666667,0.17
548,148,-0.26,0.36
549,103,NA,1.183333333
549,104,-2.573333333,1.036666667
549,105,-3.006666667,NA
549,106,-3.053333333,-0.31
549,107,NA,NA
549,108,NA,-2.573333333
549,109,-1.293333333,-3.006666667
549,110,-0.893333333,-3.053333333
549,111,-0.443333333,NA
549,112,-0.353333333,NA
549,113,-0.593333333,-1.293333333
549,114,-0.363333333,-0.893333333
549,115,-0.973333333,-0.443333333
549,116,-1.583333333,-0.353333333
549,117,-0.786666667,-0.593333333
549,118,-0.406666667,-0.363333333
549,119,NA,-0.973333333
549,120,NA,-1.583333333
549,121,NA,-0.786666667
549,122,NA,-0.406666667
549,123,NA,NA
549,124,NA,NA
549,125,NA,NA
549,126,NA,NA
549,127,NA,NA
549,128,NA,NA
549,129,NA,NA
549,130,NA,NA
549,131,NA,NA
549,132,-0.08,NA
549,133,-0.21,NA
549,134,-0.596666667,NA
549,135,-0.663333333,NA
549,136,-0.473333333,-0.08
549,137,-0.703333333,-0.21
549,138,-0.27,-0.596666667
549,139,-0.4,-0.663333333
549,140,0.09,-0.473333333
549,141,NA,-0.703333333
549,142,0.446666667,-0.27
549,143,0.61,-0.4
549,144,0.59,0.09
549,145,0.53,NA
549,146,0.456666667,0.446666667
549,147,0.216666667,0.61
549,148,-0.19,0.59
549,149,-0.63,0.53
549,150,-1.233333333,0.456666667
553,110,-0.443333333,-4.103333333
553,111,-0.193333333,-3.686666667
553,112,-0.453333333,-2.326666667
553,126,-0.046666667,0.006666667
553,127,-0.253333333,0.076666667
553,128,-0.116666667,-0.05
553,129,0.011666667,-0.066666667
553,130,-0.176666667,-0.046666667
553,131,-0.093333333,-0.253333333
553,132,-0.08,-0.116666667
553,133,-0.16,0.011666667
553,134,-0.676666667,-0.176666667
553,135,-0.813333333,-0.093333333
553,141,0.206666667,-0.653333333
553,142,0.206666667,-0.77
553,143,0.32,-0.71
553,149,-0.72,0.59
555,110,-0.693333333,-3.703333333
555,111,-0.393333333,-2.886666667
555,112,-0.353333333,-2.326666667
555,113,-0.343333333,-1.743333333
555,114,-0.463333333,-0.693333333
555,115,-1.123333333,-0.393333333
555,116,-1.953333333,-0.353333333
555,117,-0.376666667,-0.343333333
555,118,-0.486666667,-0.463333333
555,119,-0.233333333,-1.123333333
